case_name,repeat,mode,schedule,merge,sync,processes,threads,trials,steps,batch_size,queue_size,ipc,workload,skew_factor,pre_work,post_work,time_total,time_pre,time_compute,time_sync,time_ipc,time_merge,time_post,speedup,efficiency,sequential_fraction_estimate,compute_ratio,sync_overhead_ratio,ipc_overhead_ratio,merge_overhead_ratio,throughput_batches_per_sec,total_trials,collision_count,hist_sum,checksum,valid,lock_wait_count,cond_wait_count,queue_push_count,queue_pop_count,ipc_write_count,ipc_read_count,ipc_bytes,notes
hybrid_2x4,4,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.035401,0.000068,0.000052,0.035196,0.000001,0.000000,0.000082,0.000000,0.000000,0.998518,0.001482,0.994233,0.000036,0.000002,56.496245,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
hybrid_4x2,4,hybrid,static,final,reduce,4,2,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.034923,0.000068,0.000190,0.034580,0.000002,0.000001,0.000083,0.000000,0.000000,0.994573,0.005427,0.990170,0.000060,0.000031,114.537422,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
hybrid_2x4_shm,4,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,shm,skewed,8,50000,10000,0.034908,0.000068,0.000052,0.034704,0.000000,0.000000,0.000084,0.000000,0.000000,0.998514,0.001486,0.994152,0.000002,0.000002,57.293867,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
pipeline_final_b1000,4,pipeline,queue,final,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.036098,0.000074,0.035909,0.000070,0.000000,0.000003,0.000092,0.000000,0.000000,0.006618,0.994753,0.001932,0.000000,0.000095,27702.333550,1000000,529280,1000000,1026622357111743000,1,2004,0,1000,1000,0,0,0,ok
pipeline_interactive_b1000,4,pipeline,queue,interactive,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.037990,0.000080,0.037786,0.039299,0.000000,0.000048,0.000095,0.000000,0.000000,1.000000,0.994619,1.000000,0.000000,0.001254,26322.629894,1000000,529280,1000000,1026622357111743000,1,4005,726,2000,2000,0,0,0,ok
pipeline_interactive_b100,4,pipeline,queue,interactive,reduce,2,4,1000000,50,100,1024,pipe,skewed,8,50000,10000,0.067330,0.000117,0.067109,0.203093,0.000000,0.000576,0.000083,0.000000,0.000000,1.000000,0.996719,1.000000,0.000000,0.008548,148523.031281,1000000,529280,1000000,1026622357111743000,1,40005,3766,20000,20000,0,0,0,ok
pipeline_interactive_b10000,4,pipeline,queue,interactive,reduce,2,4,1000000,50,10000,1024,pipe,skewed,8,50000,10000,0.037825,0.000071,0.037656,0.037512,0.000000,0.000005,0.000083,0.000000,0.000000,0.995956,0.995539,0.991745,0.000000,0.000141,2643.786213,1000000,529280,1000000,1026622357111743000,1,405,59,200,200,0,0,0,ok
seq,5,seq,static,final,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.130079,0.000068,0.129931,0.000000,0.000000,0.000000,0.000080,0.000000,0.000000,0.001135,0.998864,0.000000,0.000000,0.000000,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_1_reduce,5,thread,static,final,reduce,2,1,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.129728,0.000076,0.129558,0.000000,0.000000,0.000000,0.000089,0.000000,0.000000,0.001279,0.998693,0.000000,0.000000,0.000002,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_2_reduce,5,thread,static,final,reduce,2,2,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.083200,0.000068,0.083040,0.000000,0.000000,0.000000,0.000088,0.000000,0.000000,0.001877,0.998084,0.000000,0.000000,0.000002,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_4_reduce,5,thread,static,final,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.060650,0.000068,0.060491,0.000000,0.000000,0.000000,0.000089,0.000000,0.000000,0.002589,0.997363,0.000000,0.000000,0.000003,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_8_reduce,5,thread,static,final,reduce,2,8,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.036162,0.000072,0.035971,0.000000,0.000000,0.000000,0.000116,0.000000,0.000000,0.005214,0.994714,0.000000,0.000000,0.000005,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_4_mutex,5,thread,static,final,mutex,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.221511,0.000068,0.221351,0.412871,0.000000,0.000000,0.000089,0.000000,0.000000,1.000000,0.999281,1.000000,0.000000,0.000000,0.000000,1000000,529280,1000000,1026622357111743000,1,1000000,0,0,0,0,0,0,ok
thread_4_nosync,5,thread,static,final,nosync,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.060814,0.000075,0.060641,0.000000,0.000000,0.000000,0.000092,0.000000,0.000000,0.002747,0.997150,0.000000,0.000000,0.000000,0.000000,697992,431444,879739,7073915389018560603,0,0,0,0,0,0,0,0,ok
process_1_pipe,5,process,static,final,reduce,1,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.126995,0.000079,0.000032,0.126800,0.000001,0.000000,0.000083,0.000000,0.000000,0.999749,0.000251,0.998461,0.000011,0.000000,7.874326,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,1,64,ok
process_1_shm,5,process,static,final,reduce,1,4,1000000,50,1000,1024,shm,skewed,8,50000,10000,0.127301,0.000068,0.000033,0.127113,0.000000,0.000000,0.000086,0.000000,0.000000,0.999738,0.000262,0.998524,0.000001,0.000000,7.855424,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,1,64,ok
process_2_pipe,5,process,static,final,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.081294,0.000068,0.000069,0.081071,0.000002,0.000000,0.000085,0.000000,0.000000,0.999157,0.000843,0.997259,0.000019,0.000001,24.602125,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
process_2_shm,5,process,static,final,reduce,2,4,1000000,50,1000,1024,shm,skewed,8,50000,10000,0.081479,0.000068,0.000059,0.081260,0.000000,0.000000,0.000091,0.000000,0.000000,0.999274,0.000726,0.997315,0.000002,0.000001,24.546164,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
process_4_pipe,5,process,static,final,reduce,4,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.064362,0.000076,0.000112,0.064072,0.000004,0.000000,0.000097,0.000000,0.000000,0.998255,0.001745,0.995496,0.000062,0.000002,62.148553,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
process_4_shm,5,process,static,final,reduce,4,4,1000000,50,1000,1024,shm,skewed,8,50000,10000,0.060321,0.000068,0.000145,0.059995,0.000000,0.000000,0.000112,0.000000,0.000000,0.997593,0.002407,0.994603,0.000003,0.000001,66.312310,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
hybrid_2x2,5,hybrid,static,final,reduce,2,2,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.060976,0.000079,0.000076,0.060738,0.000002,0.000000,0.000083,0.000000,0.000000,0.998761,0.001239,0.996089,0.000025,0.000002,32.799588,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
hybrid_2x4,5,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.034717,0.000068,0.000065,0.034485,0.000002,0.000000,0.000097,0.000000,0.000000,0.998129,0.001871,0.993332,0.000049,0.000001,57.609356,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
hybrid_4x2,5,hybrid,static,final,reduce,4,2,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.036491,0.000068,0.000122,0.036194,0.000011,0.000000,0.000095,0.000000,0.000000,0.996643,0.003357,0.991865,0.000295,0.000003,109.617196,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
hybrid_2x4_shm,5,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,shm,skewed,8,50000,10000,0.035525,0.000076,0.000055,0.035295,0.000000,0.000000,0.000098,0.000000,0.000000,0.998460,0.001540,0.993535,0.000005,0.000005,56.299041,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
pipeline_final_b1000,5,pipeline,queue,final,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.036411,0.000085,0.036220,0.000062,0.000000,0.000003,0.000082,0.000000,0.000000,0.006369,0.994761,0.001713,0.000000,0.000073,27464.353809,1000000,529280,1000000,1026622357111743000,1,2004,0,1000,1000,0,0,0,ok
pipeline_interactive_b1000,5,pipeline,queue,interactive,reduce,2,4,1000000,50,1000,1024,pipe,skewed,8,50000,10000,0.038333,0.000076,0.038129,0.040447,0.000000,0.000058,0.000096,0.000000,0.000000,1.000000,0.994678,1.000000,0.000000,0.001522,26087.013233,1000000,529280,1000000,1026622357111743000,1,4005,706,2000,2000,0,0,0,ok
pipeline_interactive_b100,5,pipeline,queue,interactive,reduce,2,4,1000000,50,100,1024,pipe,skewed,8,50000,10000,0.070974,0.000194,0.070651,0.212434,0.000000,0.000841,0.000096,0.000000,0.000000,1.000000,0.995439,1.000000,0.000000,0.011852,140896.086713,1000000,529280,1000000,1026622357111743000,1,40005,4734,20000,20000,0,0,0,ok
pipeline_interactive_b10000,5,pipeline,queue,interactive,reduce,2,4,1000000,50,10000,1024,pipe,skewed,8,50000,10000,0.037881,0.000100,0.037668,0.037706,0.000000,0.000010,0.000095,0.000000,0.000000,1.000000,0.994384,0.995363,0.000000,0.000254,2639.831268,1000000,529280,1000000,1026622357111743000,1,405,75,200,200,0,0,0,ok
