case_name,repeat,mode,schedule,merge,sync,processes,threads,trials,steps,batch_size,queue_size,ipc,workload,skew_factor,pre_work,post_work,time_total,time_pre,time_compute,time_sync,time_ipc,time_merge,time_post,speedup,efficiency,sequential_fraction_estimate,compute_ratio,sync_overhead_ratio,ipc_overhead_ratio,merge_overhead_ratio,throughput_batches_per_sec,total_trials,collision_count,hist_sum,checksum,valid,lock_wait_count,cond_wait_count,queue_push_count,queue_pop_count,ipc_write_count,ipc_read_count,ipc_bytes,notes
process_4_shm,4,process,static,final,reduce,4,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.033820,0.000076,0.000140,0.033515,0.000000,0.000000,0.000089,0.000000,0.000000,0.995875,0.004125,0.990971,0.000004,0.000001,118.272774,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
hybrid_2x2,4,hybrid,static,final,reduce,2,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.033593,0.000082,0.000057,0.033363,0.000002,0.000000,0.000089,0.000000,0.000000,0.998317,0.001683,0.993157,0.000067,0.000002,59.536138,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
hybrid_2x4,4,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.022967,0.000076,0.000068,0.022731,0.000002,0.000000,0.000090,0.000000,0.000000,0.997023,0.002977,0.989717,0.000073,0.000002,87.080676,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
hybrid_4x2,4,hybrid,static,final,reduce,4,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.030940,0.000106,0.000144,0.030578,0.000003,0.000000,0.000109,0.000000,0.000000,0.995352,0.004648,0.988284,0.000106,0.000004,129.282311,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
hybrid_2x4_shm,4,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.023405,0.000076,0.000074,0.023162,0.000000,0.000000,0.000092,0.000000,0.000000,0.996856,0.003144,0.989649,0.000007,0.000004,85.453046,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
pipeline_final_b1000,4,pipeline,queue,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.033538,0.000085,0.033341,0.000253,0.000000,0.000003,0.000082,0.000000,0.000000,0.012599,0.994109,0.007534,0.000000,0.000080,29816.479568,1000000,529280,1000000,1026622357111743000,1,2004,0,1000,1000,0,0,0,ok
pipeline_interactive_b1000,4,pipeline,queue,interactive,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.030620,0.000115,0.030357,0.031793,0.000000,0.000090,0.000098,0.000000,0.000000,1.000000,0.991407,1.000000,0.000000,0.002954,32658.216157,1000000,529280,1000000,1026622357111743000,1,4005,711,2000,2000,0,0,0,ok
pipeline_interactive_b100,4,pipeline,queue,interactive,reduce,2,4,1000000,50,100,1024,pipe,uniform,8,50000,10000,0.060534,0.000228,0.060143,0.194830,0.000000,0.000809,0.000095,0.000000,0.000000,1.000000,0.993547,1.000000,0.000000,0.013365,165196.986173,1000000,529280,1000000,1026622357111743000,1,40005,4093,20000,20000,0,0,0,ok
pipeline_interactive_b10000,4,pipeline,queue,interactive,reduce,2,4,1000000,50,10000,1024,pipe,uniform,8,50000,10000,0.026725,0.000071,0.026555,0.026537,0.000000,0.000006,0.000085,0.000000,0.000000,0.999030,0.993641,0.992967,0.000000,0.000209,3741.803159,1000000,529280,1000000,1026622357111743000,1,405,75,200,200,0,0,0,ok
seq,5,seq,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.098036,0.000068,0.097878,0.000000,0.000000,0.000000,0.000089,0.000000,0.000000,0.001603,0.998395,0.000000,0.000000,0.000000,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_1_reduce,5,thread,static,final,reduce,2,1,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.097748,0.000076,0.097579,0.000000,0.000000,0.000000,0.000089,0.000000,0.000000,0.001697,0.998271,0.000000,0.000000,0.000003,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_2_reduce,5,thread,static,final,reduce,2,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.050960,0.000076,0.050789,0.000000,0.000000,0.000000,0.000091,0.000000,0.000000,0.003280,0.996647,0.000000,0.000000,0.000003,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_4_reduce,5,thread,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.029484,0.000068,0.029323,0.000000,0.000000,0.000000,0.000089,0.000000,0.000000,0.005345,0.994530,0.000000,0.000000,0.000007,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_8_reduce,5,thread,static,final,reduce,2,8,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.022374,0.000076,0.022209,0.000000,0.000000,0.000000,0.000085,0.000000,0.000000,0.007205,0.992629,0.000000,0.000000,0.000011,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok
thread_4_mutex,5,thread,static,final,mutex,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.178276,0.000122,0.178061,0.369405,0.000000,0.000000,0.000088,0.000000,0.000000,1.000000,0.998798,1.000000,0.000000,0.000001,0.000000,1000000,529280,1000000,1026622357111743000,1,1000000,0,0,0,0,0,0,ok
thread_4_nosync,5,thread,static,final,nosync,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.038828,0.000076,0.038629,0.000000,0.000000,0.000000,0.000119,0.000000,0.000000,0.005027,0.994871,0.000000,0.000000,0.000002,0.000000,342999,235117,539277,11690149390227133649,0,0,0,0,0,0,0,0,ok
process_1_pipe,5,process,static,final,reduce,1,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.099116,0.000076,0.000037,0.098914,0.000004,0.000000,0.000085,0.000000,0.000000,0.999631,0.000369,0.997968,0.000037,0.000000,10.089210,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,1,64,ok
process_1_shm,5,process,static,final,reduce,1,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.098336,0.000072,0.000063,0.098117,0.000000,0.000000,0.000084,0.000000,0.000000,0.999358,0.000642,0.997765,0.000002,0.000001,10.169186,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,1,64,ok
process_2_pipe,5,process,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.051254,0.000076,0.000063,0.051022,0.000002,0.000000,0.000090,0.000000,0.000000,0.998762,0.001238,0.995480,0.000046,0.000001,39.021503,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
process_2_shm,5,process,static,final,reduce,2,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.050784,0.000068,0.000074,0.050548,0.000000,0.000000,0.000093,0.000000,0.000000,0.998536,0.001464,0.995360,0.000002,0.000002,39.382677,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
process_4_pipe,5,process,static,final,reduce,4,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.031647,0.000068,0.000104,0.031374,0.000003,0.000001,0.000097,0.000000,0.000000,0.996709,0.003291,0.991349,0.000100,0.000042,126.392953,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
process_4_shm,5,process,static,final,reduce,4,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.028306,0.000068,0.000107,0.028019,0.000000,0.000000,0.000111,0.000000,0.000000,0.996205,0.003795,0.989861,0.000003,0.000001,141.312586,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
hybrid_2x2,5,hybrid,static,final,reduce,2,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.032246,0.000076,0.000079,0.032003,0.000003,0.000000,0.000085,0.000000,0.000000,0.997564,0.002436,0.992472,0.000094,0.000003,62.023597,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
hybrid_2x4,5,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.021510,0.000098,0.000061,0.021259,0.000002,0.000000,0.000090,0.000000,0.000000,0.997160,0.002840,0.988333,0.000103,0.000004,92.981630,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
hybrid_4x2,5,hybrid,static,final,reduce,4,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.023075,0.000076,0.000153,0.022763,0.000002,0.000000,0.000080,0.000000,0.000000,0.993373,0.006627,0.986486,0.000105,0.000004,173.349026,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok
hybrid_2x4_shm,5,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.022751,0.000068,0.000062,0.022519,0.000000,0.000002,0.000100,0.000000,0.000000,0.997266,0.002734,0.989819,0.000005,0.000068,87.909673,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok
pipeline_final_b1000,5,pipeline,queue,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.033854,0.000098,0.033639,0.000120,0.000000,0.000003,0.000091,0.000000,0.000000,0.009225,0.993636,0.003545,0.000000,0.000089,29538.643606,1000000,529280,1000000,1026622357111743000,1,2004,0,1000,1000,0,0,0,ok
pipeline_interactive_b1000,5,pipeline,queue,interactive,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.034890,0.000090,0.034675,0.036106,0.000000,0.000046,0.000088,0.000000,0.000000,1.000000,0.993816,1.000000,0.000000,0.001316,28661.131361,1000000,529280,1000000,1026622357111743000,1,4005,524,2000,2000,0,0,0,ok
pipeline_interactive_b100,5,pipeline,queue,interactive,reduce,2,4,1000000,50,100,1024,pipe,uniform,8,50000,10000,0.075610,0.000228,0.075228,0.242895,0.000000,0.000678,0.000134,0.000000,0.000000,1.000000,0.994947,1.000000,0.000000,0.008973,132257.272295,1000000,529280,1000000,1026622357111743000,1,40005,3845,20000,20000,0,0,0,ok
pipeline_interactive_b10000,5,pipeline,queue,interactive,reduce,2,4,1000000,50,10000,1024,pipe,uniform,8,50000,10000,0.032253,0.000082,0.032067,0.031959,0.000000,0.000011,0.000089,0.000000,0.000000,0.996527,0.994242,0.990880,0.000000,0.000330,3100.478798,1000000,529280,1000000,1026622357111743000,1,405,94,200,200,0,0,0,ok
