case_name,repeat,mode,schedule,merge,sync,processes,threads,trials,steps,batch_size,queue_size,ipc,workload,skew_factor,pre_work,post_work,time_total,time_pre,time_compute,time_sync,time_ipc,time_merge,time_post,speedup,efficiency,sequential_fraction_estimate,compute_ratio,sync_overhead_ratio,ipc_overhead_ratio,merge_overhead_ratio,throughput_batches_per_sec,total_trials,collision_count,hist_sum,checksum,valid,lock_wait_count,cond_wait_count,queue_push_count,queue_pop_count,ipc_write_count,ipc_read_count,ipc_bytes,notes,profile,inner_work
process_4_shm,3,process,static,final,reduce,4,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.026881,0.000076,0.000112,0.026610,0.000000,0.000000,0.000083,0.000000,0.000000,0.995846,0.004154,0.989915,0.000005,0.000005,148.803755,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok,default,0
hybrid_2x2,3,hybrid,static,final,reduce,2,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.027213,0.000078,0.000068,0.026985,0.000001,0.000000,0.000080,0.000000,0.000000,0.997486,0.002514,0.991608,0.000044,0.000005,73.493611,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok,default,0
hybrid_2x4,3,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.021026,0.000073,0.000068,0.020793,0.000001,0.000000,0.000090,0.000000,0.000000,0.996768,0.003232,0.988918,0.000069,0.000008,95.122024,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok,default,0
hybrid_4x2,3,hybrid,static,final,reduce,4,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.020686,0.000076,0.000104,0.020422,0.000002,0.000000,0.000082,0.000000,0.000000,0.994950,0.005050,0.987218,0.000089,0.000004,193.365943,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,4,256,ok,default,0
hybrid_2x4_shm,3,hybrid,static,final,reduce,2,4,1000000,50,1000,1024,shm,uniform,8,50000,10000,0.023820,0.000072,0.000059,0.023593,0.000000,0.000000,0.000096,0.000000,0.000000,0.997530,0.002470,0.990475,0.000002,0.000004,83.964819,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,2,128,ok,default,0
pipeline_final_b1000,3,pipeline,queue,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.029543,0.000087,0.029336,0.000134,0.000000,0.000004,0.000083,0.000000,0.000000,0.010414,0.992986,0.004537,0.000000,0.000121,33848.869671,1000000,529280,1000000,1026622357111743000,1,2004,0,1000,1000,0,0,0,ok,default,0
pipeline_interactive_b1000,3,pipeline,queue,interactive,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.036714,0.000096,0.036496,0.038578,0.000000,0.000076,0.000094,0.000000,0.000000,1.000000,0.994080,1.000000,0.000000,0.002074,27237.782683,1000000,529280,1000000,1026622357111743000,1,4005,588,2000,2000,0,0,0,ok,default,0
pipeline_interactive_b100,3,pipeline,queue,interactive,reduce,2,4,1000000,50,100,1024,pipe,uniform,8,50000,10000,0.059322,0.000118,0.059096,0.191191,0.000000,0.000620,0.000094,0.000000,0.000000,1.000000,0.996202,1.000000,0.000000,0.010448,168572.471168,1000000,529280,1000000,1026622357111743000,1,40005,3944,20000,20000,0,0,0,ok,default,0
pipeline_interactive_b10000,3,pipeline,queue,interactive,reduce,2,4,1000000,50,10000,1024,pipe,uniform,8,50000,10000,0.026624,0.000072,0.026436,0.026397,0.000000,0.000009,0.000098,0.000000,0.000000,0.998207,0.992953,0.991466,0.000000,0.000354,3756.033175,1000000,529280,1000000,1026622357111743000,1,405,71,200,200,0,0,0,ok,default,0
seq,4,seq,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.097288,0.000100,0.097106,0.000000,0.000000,0.000000,0.000082,0.000000,0.000000,0.001866,0.998131,0.000000,0.000000,0.000000,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok,default,0
thread_1_reduce,4,thread,static,final,reduce,2,1,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.096650,0.000074,0.096479,0.000000,0.000000,0.000000,0.000094,0.000000,0.000000,0.001739,0.998226,0.000000,0.000000,0.000002,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok,default,0
thread_2_reduce,4,thread,static,final,reduce,2,2,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.049120,0.000077,0.048946,0.000000,0.000000,0.000000,0.000093,0.000000,0.000000,0.003480,0.996464,0.000000,0.000000,0.000003,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok,default,0
thread_4_reduce,4,thread,static,final,reduce,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.030771,0.000068,0.030606,0.000000,0.000000,0.000000,0.000094,0.000000,0.000000,0.005274,0.994634,0.000000,0.000000,0.000008,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok,default,0
thread_8_reduce,4,thread,static,final,reduce,2,8,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.025095,0.000082,0.024921,0.000000,0.000000,0.000000,0.000088,0.000000,0.000000,0.006792,0.993047,0.000000,0.000000,0.000008,0.000000,1000000,529280,1000000,1026622357111743000,1,0,0,0,0,0,0,0,ok,default,0
thread_4_mutex,4,thread,static,final,mutex,2,4,1000000,50,1000,1024,pipe,uniform,8,50000,10000,0.175367,0.000068,0.175197,0.359506,0.000000,0.000000,0.000098,0.000000,0.000000,1.000000,0.999033,1.000000,0.000000,0.000000,0.000000,1000000,529280,1000000,1026622357111743000,1,1000000,0,0,0,0,0,0,ok,default,0
